affected,end_date,deaths,lon,damage,lat,start_date,extra
NULL,1995,120.0,124.892,NULL,6.12,1995,{'Name': 'Parker'}
NULL,1996,NULL,159.43,NULL,54.05,1996,{'Name': 'Karymsky'}
NULL,1996,10.0,-98.622,NULL,19.023,1996,{'Name': 'Popocatepetl'}
36.0,1996,6.0,123.132,NULL,10.412,1996,{'Name': 'Kanlaon'}
NULL,1996,12.0,-85.515,NULL,11.446,1996,{'Name': 'Maderas'}
NULL,1996,NULL,-17.33,NULL,64.42,1996,{'Name': 'Grimsvotn'}
58.0,1996,26.0,145.061,NULL,-4.1,1996,{'Name': 'Manam'}
NULL,1997,12.0,110.442,NULL,-7.542,1997,{'Name': 'Merapi'}
NULL,1997,6.0,125.48,NULL,2.78,1997,{'Name': 'Karangetang [Api Siau]'}
1.0,1997,44.0,-62.18,NULL,16.72,1997,{'Name': 'Soufriere Hills'}
NULL,1997,6.0,140.88,NULL,40.65,1997,{'Name': 'Hakkoda Group'}
NULL,1997,4.0,-62.18,NULL,16.72,1997,{'Name': 'Soufriere Hills'}
NULL,1997,4.0,112.92,NULL,-8.108,1997,{'Name': 'Semeru'}
NULL,1997,8.0,140.28,NULL,37.62,1997,{'Name': 'Adatara'}
NULL,1997,4.0,131.1,NULL,32.88,1997,{'Name': 'Aso'}
NULL,1997,NULL,-62.18,NULL,16.72,1997,{'Name': 'Soufriere Hills'}
NULL,1998,1.0,-155.292,NULL,19.425,1998,{'Name': 'Kilauea'}
NULL,1998,20.0,112.308,NULL,-7.93,1998,{'Name': 'Kelut'}
NULL,1998,3240.0,-87.004,NULL,12.702,1998,{'Name': 'San Cristobal'}
NULL,1999,NULL,-62.18,NULL,16.72,1999,{'Name': 'Soufriere Hills'}
NULL,1999,NULL,-90.88,NULL,14.473,1999,{'Name': 'Fuego'}
NULL,1999,NULL,161.36,NULL,56.653,1999,{'Name': 'Shiveluch'}
NULL,1999,4.0,-78.598,NULL,-0.171,1999,{'Name': 'Guagua Pichincha'}
8.0,1999,2.0,-78.442,NULL,-1.467,1999,{'Name': 'Tungurahua'}
NULL,2000,1.0,139.53,NULL,34.08,2000,{'Name': 'Miyake-jima'}
NULL,2000,4.0,112.92,NULL,-8.108,2000,{'Name': 'Semeru'}
2.0,2000,4.0,-84.703,NULL,10.463,2000,{'Name': 'Arenal'}
NULL,2000,4.0,-155.292,NULL,19.425,2000,{'Name': 'Kilauea'}
NULL,2000,2.0,110.442,NULL,-7.542,2000,{'Name': 'Merapi'}
NULL,2001,2.0,15.004,NULL,37.734,2001,{'Name': 'Etna'}
NULL,2001,NULL,15.004,NULL,37.734,2001,{'Name': 'Etna'}
NULL,2001,4.0,110.442,NULL,-7.542,2001,{'Name': 'Merapi'}
NULL,2001,2.0,15.213,NULL,38.789,2001,{'Name': 'Stromboli'}
NULL,2002,NULL,125.48,NULL,2.78,2002,{'Name': 'Karangetang [Api Siau]'}
400.0,2002,200.0,29.25,NULL,-1.52,2002,{'Name': 'Nyiragongo;Africa-C'}
64.0,2002,NULL,15.004,NULL,37.734,2002,{'Name': 'Etna'}
NULL,2002,NULL,-77.656,NULL,-0.078,2002,{'Name': 'Reventador'}
NULL,2002,NULL,15.213,NULL,38.789,2002,{'Name': 'Stromboli'}
NULL,2002,6.0,112.92,NULL,-8.108,2002,{'Name': 'Semeru'}
NULL,2003,NULL,-62.18,NULL,16.72,2003,{'Name': 'Soufriere Hills'}
NULL,2004,2.0,122.45,NULL,-8.67,2004,{'Name': 'Egon'}
5.0,2004,2.0,112.95,NULL,-7.942,2004,{'Name': 'Tengger Caldera'}
NULL,2004,10.0,145.061,NULL,-4.1,2004,{'Name': 'Manam'}
28.0,2005,2.0,145.061,NULL,-4.1,2005,{'Name': 'Manam'}
NULL,2005,4.0,-89.63,NULL,13.853,2005,{'Name': 'Santa Ana'}
NULL,2005,NULL,43.38,NULL,-11.75,2005,{'Name': 'Karthala'}
NULL,2006,2.0,-177.92,NULL,-29.27,2006,{'Name': 'Raoul Island'}
NULL,2006,NULL,-62.18,NULL,16.72,2006,{'Name': 'Soufriere Hills'}
NULL,2006,1.0,124.05,NULL,12.77,2006,{'Name': 'Bulusan'}
NULL,2006,4.0,110.442,NULL,-7.542,2006,{'Name': 'Merapi'}
NULL,2006,2.0,-78.442,NULL,-1.467,2006,{'Name': 'Tungurahua'}
13.0,2006,11.0,-78.442,NULL,-1.467,2006,{'Name': 'Tungurahua'}
NULL,2006,2532.0,123.685,NULL,13.257,2006,{'Name': 'Mayon'}
2.0,2007,8.0,145.061,NULL,-4.1,2007,{'Name': 'Manam'}
NULL,2007,NULL,-76.05,NULL,2.92,2007,{'Name': 'Huila'}
NULL,2007,12.0,106.73,NULL,-6.72,2007,{'Name': 'Salak'}
1.0,2007,14.0,41.742,NULL,15.7,2007,{'Name': 'Tair; Jebel at'}
NULL,2008,2.0,-72.646,NULL,-42.833,2008,{'Name': 'Chaiten'}
NULL,2008,NULL,-175.5,NULL,52.18,2008,{'Name': 'Kasatochi'}
4.0,2008,4.0,-78.442,NULL,-1.467,2008,{'Name': 'Tungurahua'}
NULL,2008,20.0,-76.05,NULL,2.92,2008,{'Name': 'Huila'}
NULL,2009,NULL,-152.75,NULL,60.48,2009,{'Name': 'Redoubt'}
NULL,2009,NULL,-155.292,NULL,19.425,2009,{'Name': 'Kilauea'}
NULL,2010,NULL,-78.442,NULL,-1.467,2010,{'Name': 'Tungurahua'}
NULL,2010,4.0,-19.62,NULL,63.63,2010,{'Name': 'Eyjafjallajokull'}
6.0,2010,2.0,-90.601,NULL,14.381,2010,{'Name': 'Pacaya'}
NULL,2010,NULL,145.78,NULL,16.708,2010,{'Name': 'Sarigan'}
10.0,2010,8.0,125.48,NULL,2.78,2010,{'Name': 'Karangetang [Api Siau]'}
NULL,2010,4.0,98.392,NULL,3.17,2010,{'Name': 'Sinabung'}
854.0,2010,648.0,110.442,1200000000.0,-7.542,2010,{'Name': 'Merapi'}
NULL,2010,NULL,-78.442,NULL,-1.467,2010,{'Name': 'Tungurahua'}
NULL,2010,NULL,112.95,NULL,-7.942,2010,{'Name': 'Tengger Caldera'}
2.0,2011,2.0,110.442,NULL,-7.542,2011,{'Name': 'Merapi'}
NULL,2011,NULL,130.87,NULL,31.93,2011,{'Name': 'Kirishima'}
NULL,2011,2.0,124.05,NULL,12.77,2011,{'Name': 'Bulusan'}
NULL,2011,NULL,125.48,NULL,2.78,2011,{'Name': 'Karangetang [Api Siau]'}
NULL,2011,NULL,-78.442,NULL,-1.467,2011,{'Name': 'Tungurahua'}
NULL,2011,NULL,-72.117,NULL,-40.59,2011,{'Name': 'Puyehue'}
NULL,2011,14.0,41.7,NULL,13.37,2011,{'Name': 'Nabro'}
NULL,2011,NULL,-19.05,NULL,63.63,2011,{'Name': 'Katla'}
NULL,2011,2.0,124.792,NULL,1.358,2011,{'Name': 'Lokon-Empung'}
NULL,2011,8.0,127.325,NULL,0.8,2011,{'Name': 'Gamalama'}
NULL,2012,NULL,-155.292,NULL,19.425,2012,{'Name': 'Kilauea'}
NULL,2012,NULL,-155.292,NULL,19.425,2012,{'Name': 'Kilauea'}
NULL,2012,NULL,160.33,NULL,55.83,2012,{'Name': 'Tolbachik'}
2.0,2013,2.0,110.442,NULL,-7.542,2013,{'Name': 'Merapi'}
NULL,2013,NULL,121.708,NULL,-8.32,2013,{'Name': 'Paluweh'}
16.0,2013,10.0,123.685,NULL,13.257,2013,{'Name': 'Mayon'}
NULL,2013,10.0,121.708,NULL,-8.32,2013,{'Name': 'Paluweh'}
NULL,2013,NULL,-70.903,NULL,-16.355,2013,{'Name': 'Ubinas'}
NULL,2013,NULL,130.67,NULL,31.58,2013,{'Name': 'Sakura-jima'}
NULL,2013,NULL,98.392,NULL,3.17,2013,{'Name': 'Sinabung'}
6.0,2014,34.0,98.392,NULL,3.17,2014,{'Name': 'Sinabung'}
NULL,2014,14.0,112.308,NULL,-7.93,2014,{'Name': 'Kelut'}
140.0,2014,110.0,137.48,NULL,35.9,2014,{'Name': 'On-take'}
NULL,2014,NULL,-155.292,29000000.0,19.425,2014,{'Name': 'Kilauea'}
NULL,2014,NULL,-24.35,NULL,14.95,2014,{'Name': 'Fogo'}
8.0,2014,2.0,127.325,NULL,0.8,2014,{'Name': 'Gamalama'}
NULL,2015,NULL,98.392,NULL,3.17,2015,{'Name': 'Sinabung'}
NULL,2015,NULL,-72.614,NULL,-41.326,2015,{'Name': 'Calbuco'}
NULL,2015,NULL,125.48,NULL,2.78,2015,{'Name': 'Karangetang [Api Siau]'}
4.0,2015,NULL,145.061,NULL,-4.1,2015,{'Name': 'Manam'}
NULL,2015,2.0,98.392,NULL,3.17,2015,{'Name': 'Sinabung'}
8.0,2016,2.0,98.392,NULL,3.17,2016,{'Name': 'Sinabung'}
6.0,2016,14.0,98.392,200000000.0,3.17,2016,{'Name': 'Sinabung'}
NULL,2016,2.0,-110.67,NULL,44.43,2016,{'Name': 'Yellowstone'}
88.0,2016,NULL,116.47,NULL,-8.42,2016,{'Name': 'Rinjani'}
NULL,2016,NULL,131.1,NULL,32.88,2016,{'Name': 'Aso'}
