start_date,end_date,country_name,iso,location,dis_type,dis_subtype,total_deaths,total_affected,total_dam,insured_losses,disaster_no,associated_dis,associated_dis2
20/09/2002,20/09/2002,Russian Federation (the),RUS,Nijni Karmadon town (Severnaya Osetiya-alaniya Rep. Province),Landslide,Avalanche,122,0,0,0,2002-0602,--,--
11/01/2005,11/01/2005,Russian Federation (the),RUS,Kamtchatka peninsula (Kamchatskaya Oblast Province),Landslide,Avalanche,9,0,0,0,2005-0025,--,--
28/11/2006,30/11/2006,Rwanda,RWA,Rulindo district (North/Amajyaruguru province),Landslide,Landslide,24,2000,0,0,2006-0646,--,--
26/03/2010,31/03/2010,Rwanda,RWA,"Murambi, Kubukoko, Knebwe areas (Rubavu district, West/Iburengerazuba province)",Landslide,Landslide,14,5937,0,0,2010-0146,--,--
16/05/2010,16/05/2010,Rwanda,RWA,Nyabihu district (West/Iburengerazuba province),Landslide,Landslide,7,0,0,0,2010-0199,--,--
07/05/2016,08/05/2016,Rwanda,RWA,"Gakenke district (North/Amajyaruguru province), Muhanga district (South/Amajyepfo province), Rubavu district (West/Iburengerazuba province), Ngororero districts (West/Iburengerazuba province)",Landslide,Landslide,49,2000,0,0,2016-0164,--,--
/10/1996,/10/1996,Saint Lucia,LCA,,Landslide,Landslide,0,175,0,0,1996-0327,--,--
09/08/2010,09/08/2010,Sierra Leone,SLE,Western Area Urb district (Western province),Landslide,Landslide,16,5,0,0,2010-0389,--,--
28/11/1996,28/11/1996,South Africa,ZAF,Dealesville,Landslide,Landslide,34,0,0,0,1996-0275,--,--
//1949,//1949,Soviet Union,SUN,Khait (Tadzhikistan),Landslide,Landslide,12000,0,0,0,1949-0001,--,--
13/03/1961,13/03/1961,Soviet Union,SUN,Kiev,Landslide,Landslide,145,0,0,0,1961-0002,--,--
10/07/1974,10/07/1974,Soviet Union,SUN,Pamir Mountains,Landslide,Avalanche,13,0,0,0,1974-0036,--,--
09/01/1987,09/01/1987,Soviet Union,SUN,Schamuschi (Georgia),Landslide,Avalanche,26,0,0,0,1987-0377,--,--
20/04/1989,20/04/1989,Soviet Union,SUN,Adzharia (Georgia),Landslide,Landslide,46,2500,0,0,1989-0151,--,--
10/03/1989,20/04/1989,Soviet Union,SUN,Caucasus (Georgia),Landslide,Landslide,52,0,423000,0,1989-0435,Flood,--
07/08/1996,09/08/1996,Spain,ESP,Near Biesca (Pyrenées),Landslide,Landslide,84,129,20000,0,1996-0178,--,--
/07/1974,/07/1974,Sri Lanka,LKA,,Landslide,Landslide,27,0,0,0,1974-0158,--,--
/10/1977,/10/1977,Sri Lanka,LKA,,Landslide,Landslide,27,0,0,0,1977-0241,--,--
08/10/1993,08/10/1993,Sri Lanka,LKA,Kodigama,Landslide,Landslide,65,130,0,0,1993-0216,--,--
02/10/2014,02/10/2014,Sri Lanka,LKA,Southern province,Landslide,Landslide,7,400,0,0,2014-0402,--,--
28/10/2014,29/10/2014,Sri Lanka,LKA,"Koslanda area (Badulla district, Uva province)",Landslide,--,38,330,0,0,2014-0434,--,--
29/10/2014,29/10/2014,Sri Lanka,LKA,"Haldummulla area (Badulla district, Uva province)",Landslide,Landslide,196,1067,0,0,2014-0548,--,--
30/11/1977,30/11/1977,Sweden,SWE,Goteborg,Landslide,Landslide,13,50,11000,0,1977-0139,--,--
/02/1951,/02/1951,Switzerland,CHE,,Landslide,Avalanche,92,0,20000,0,1951-0029,--,--
30/08/1965,30/08/1965,Switzerland,CHE,Saas-Fee,Landslide,Avalanche,90,0,0,0,1965-0051,--,--
28/01/1968,28/01/1968,Switzerland,CHE,Alps,Landslide,Avalanche,20,22,0,0,1968-0027,--,--
24/02/1970,24/02/1970,Switzerland,CHE,Reckingen,Landslide,Avalanche,30,48,0,0,1970-0018,--,--
/04/1975,/04/1975,Switzerland,CHE,Alps,Landslide,Avalanche,13,0,0,0,1975-0024,--,--
//1988,//1988,Switzerland,CHE,,Landslide,Avalanche,0,2000,0,0,1988-0693,--,--
21/02/1999,21/02/1999,Switzerland,CHE,"Evolene (Herens Valley, Valais)",Landslide,Avalanche,30,0,685000,200000,1999-0263,--,--
13/10/2000,13/10/2000,Switzerland,CHE,Gondo town (Valais Province),Landslide,Landslide,16,1500,330000,165000,2000-0672,--,--
31/08/2002,31/08/2002,Switzerland,CHE,Lutzenberg (Appenzell Ausser-Rhoden Province),Landslide,Landslide,3,50,0,0,2002-0558,--,--
14/11/2002,14/11/2002,Switzerland,CHE,"Graubunden, Uri, Ticino, Geneve, Vaud Provinces",Landslide,Landslide,1,231,180000,30000,2002-0743,"Slide (land, mud, sn",--
02/10/2002,02/10/2002,Syrian Arab Republic,SYR,"Aleppo city (Jebel_Saman district, Aleppo province)",Landslide,Landslide,80,23,0,0,2002-0632,--,--
25/05/1986,25/05/1986,Taiwan (Province of China),TWN,Near Chusan,Landslide,Landslide,14,134,0,0,1986-0066,--,--
13/05/1992,24/05/1992,Tajikistan,TJK,Kandak,Landslide,Landslide,243,0,24100,0,1992-0199,--,--
07/05/1993,08/05/1993,Tajikistan,TJK,Dushambe city (Kofarnikhon district),Landslide,Landslide,5,75357,149000,0,1993-0023,"Slide (land, mud, sn",--
19/11/1997,19/11/1997,Tajikistan,TJK,Col D'Ansob,Landslide,Avalanche,40,0,0,0,1997-0277,--,--
23/02/1998,23/02/1998,Tajikistan,TJK, Dzhamiat Rokhaty,Landslide,Avalanche,11,0,0,0,1998-0056,--,--
20/05/2001,20/05/2001,Tajikistan,TJK,Varzob district (Tadzhikistan Territories province),Landslide,Landslide,1,165,600,0,2001-0717,--,--
26/02/2003,26/02/2003,Tajikistan,TJK,"Chorvodor village (Kulyab district, Khatlon province)",Landslide,Landslide,0,181,0,0,2003-0115,--,--
13/04/2003,25/04/2003,Tajikistan,TJK,"Dushambe city (Leninskiy district, Tadzhikistan Territories province)",Landslide,Landslide,1,6000,41000,0,2003-0189,--,--
03/02/2005,03/02/2005,Tajikistan,TJK,"Degdonak (Darbanskiy district, Tadzhikistan Territories province)",Landslide,Avalanche,16,1953,0,0,2005-0063,--,--
26/01/2006,02/02/2006,Tajikistan,TJK,"Darvoz area (Kalay-Humbskiy district, Badakhshoni Kuni province), Khorog, Shugnan villages (Shugnanskiy district, Badakhshoni Kuni province), Vanchskiy, Roshtkala, Rushanskiy districts (Badakhshoni Kuni province), Dushambe city (Leninskiy district, Tadzhikistan Territories province), Faysabadskiy, Jirgatalskiy districts (Tadzhikistan Territories province), Vahshskiy district (Khatlon province)
",Landslide,Avalanche,21,728,0,0,2006-0053,--,--
24/04/2006,08/05/2006,Tajikistan,TJK,"Temumalik area (Baljuan district, Khatlon province) , Jomi area (Bokhtar district, Khatlon province), Yavan village (Yvanskiy district, Khatlon province), Muminobod, Shurabad, Dangara districts (Khatlon province)",Landslide,Landslide,1,13000,0,0,2006-0256,"Slide (land, mud, sn",--
22/12/2007,22/12/2007,Tajikistan,TJK,"Douchanbe area (Leninskiy district, Tadzhikistan Territories province)",Landslide,Avalanche,16,0,0,0,2007-0617,--,--
03/04/2015,03/04/2015,Tajikistan,TJK,"Douchanbe area (Leninskiy district, Tadzhikistan Territories province)",Landslide,Landslide,10,0,0,0,2015-0119,--,--
22/01/2001,22/01/2001,"Tanzania, United Republic of",TZA,"Mtanga village (Kigoma Rural district, Kigoma province)",Landslide,Landslide,13,150,0,0,2001-0047,--,--
02/08/1994,02/08/1994,Thailand,THA,North and Central provinces,Landslide,Landslide,9,10000,0,0,1994-0174,--,--
03/09/2002,03/09/2002,Thailand,THA,"Ban Sala refugee camp (Mae Sariang district, Mae Hong Son province)",Landslide,Landslide,35,33000,0,0,2002-0562,--,--
18/10/2004,18/10/2004,Thailand,THA,"Baan Huay Nam Khiew village (Muang Krabi district, Krabi province)",Landslide,Landslide,3,110,0,0,2004-0547,--,--
12/11/2004,12/11/2004,Trinidad and Tobago,TTO,Delaford city (east Tobago),Landslide,Landslide,2,1200,0,0,2004-0588,--,--
12/09/1976,12/09/1976,Turkey,TUR,Ordu province,Landslide,Landslide,40,0,0,0,1976-0170,--,--
/02/1976,/02/1976,Turkey,TUR,,Landslide,Landslide,27,0,0,0,1976-0180,--,--
27/03/1980,27/03/1980,Turkey,TUR,Ayvazhau village (Kayseri province),Landslide,Landslide,40,0,0,0,1980-0353,--,--
23/06/1988,23/06/1988,Turkey,TUR,Catak (Trabzon province),Landslide,Landslide,64,620,0,0,1988-0273,--,--
18/01/1993,18/01/1993,Turkey,TUR,Ozengeli,Landslide,Avalanche,135,0,0,0,1993-0081,--,--
10/07/1995,13/07/1995,Turkey,TUR,"Ankara, Istanbul, Senirkent",Landslide,Landslide,74,12046,26000,0,1995-0147,"Slide (land, mud, sn",--
10/11/2001,10/11/2001,Turkey,TUR,"Camlihemsin, Cayeli, Ardesen districts (Rize province)",Landslide,Landslide,9,600,0,0,2001-0616,--,--
17/03/2005,17/03/2005,Turkey,TUR,"Sugozu village (Koyulhisar district, Sivas province)",Landslide,Landslide,15,9,0,0,2005-0119,--,--
25/01/2009,25/01/2009,Turkey,TUR,"Zigana area (Torul district, Gumushane province)",Landslide,Avalanche,11,6,0,0,2009-0054,--,--
21/11/2009,22/11/2009,Turkey,TUR,"Trabzon city (Merkez district, Trabzon province), Giresun city (Merkez district, Giresun province)",Landslide,Landslide,4,0,0,0,2009-0507,"Slide (land, mud, sn",--
27/08/2010,27/08/2010,Turkey,TUR,"Gundogdu village (Merkez district, Rize province)",Landslide,Landslide,13,206,0,0,2010-0438,--,--
28/01/2013,28/01/2013,Turkey,TUR,Sirnak province,Landslide,Landslide,7,0,0,0,2013-0016,--,--
23/11/1997,23/11/1997,Uganda,UGA, Mbale Region,Landslide,Landslide,20,0,0,0,1997-0280,--,--
03/11/2001,03/11/2001,Uganda,UGA,"Ntandi trading center (Bwamba district, Bundibugyo province)",Landslide,Landslide,11,3366,0,0,2001-0650,--,--
25/02/2010,01/03/2010,Uganda,UGA,"Himumtu, Mazimasa, Kachonga, Butalega Rural, Butaleja Town areas (Bunyole district, Butaleja province), Nametsi, Kubehwo, Namangasa, Namasheti, Bumayoka villages (Manjiya district, Bududa province), Amudat, Amuria, Budaka, Bukwo, Kapchorwa, Katakwi, Kibuku, Manafwa, Mbale, Moroto, Nakapiripirit, Napak, Pallisa, Sironko provinces",Landslide,Landslide,388,12795,0,0,2010-0084,--,--
24/06/2012,24/06/2012,Uganda,UGA,"Namanga, Bunakasala villages (Bududa district, Manjiya province)",Landslide,Landslide,18,3432,0,0,2012-0215,--,--
10/05/2016,10/05/2016,Uganda,UGA,"Humya, Bukhonzo villages",Landslide,Landslide,15,1000,0,0,2016-0148,--,--
21/10/1966,21/10/1966,United Kingdom of Great Britain and Northern Irela,GBR,"Aberfan, Wales",Landslide,Landslide,140,0,0,0,1966-0083,--,--
02/03/1938,02/03/1938,United States of America (the),USA,,Landslide,Landslide,200,0,0,0,1938-0001,--,--
//1972,//1972,United States of America (the),USA,West Virginia,Landslide,Landslide,400,0,0,0,1972-0011,--,--
20/02/1994,20/02/1994,United States of America (the),USA,Malibu (California),Landslide,Landslide,0,125,0,0,1994-0045,--,--
25/12/2003,26/12/2003,United States of America (the),USA,San Bernardino district (California province),Landslide,Landslide,15,15,0,0,2003-0633,--,--
22/03/2014,22/03/2014,United States of America (the),USA,"Oso village (Snohomish district, Washington province)",Landslide,Landslide,43,150,20000,0,2014-0095,--,--
24/11/1999,24/11/1999,Uzbekistan,UZB,Col du Kamchik,Landslide,Avalanche,24,0,0,0,1999-0703,--,--
//1988,//1988,Vanuatu,VUT,,Landslide,Landslide,1,3000,0,0,1988-0694,--,--
/05/1962,/05/1962,Venezuela (Bolivarian Republic of),VEN,,Landslide,Landslide,30,0,0,0,1962-0026,--,--
/04/1981,/04/1981,Venezuela (Bolivarian Republic of),VEN,Caracas,Landslide,Landslide,20,4000,0,0,1981-0044,--,--
06/09/1987,06/09/1987,Venezuela (Bolivarian Republic of),VEN,"Aragua, Maracay",Landslide,Landslide,96,17000,800,0,1987-0156,--,--
07/10/1994,07/10/1994,Venezuela (Bolivarian Republic of),VEN,Tachira state,Landslide,Landslide,18,518,0,0,1994-0340,--,--
25/07/1992,25/07/1992,Viet Nam,VNM,Ha Tuyen (Cao Bang province),Landslide,Avalanche,200,38000,0,0,1992-0313,"Slide (land, mud, sn",--
15/07/1994,31/07/1994,Viet Nam,VNM,Lai Chau province,Landslide,Landslide,21,1034,2300,0,1994-0187,"Slide (land, mud, sn",--
22/07/2000,22/07/2000,Viet Nam,VNM,"Ban Sai village (Sa Pa district, Lao Cai province)",Landslide,Landslide,33,22,0,0,2000-0439,--,--
03/10/2000,03/10/2000,Viet Nam,VNM,Sin Ho district (Lai Chau province),Landslide,Landslide,40,17,0,0,2000-0680,--,--
13/09/2004,13/09/2004,Viet Nam,VNM,Bat Xat district (Lao Cai province),Landslide,Landslide,23,0,0,0,2004-0472,--,--
06/11/2009,06/11/2009,Viet Nam,VNM,Bac Tra My district (Quang Nam province),Landslide,Landslide,13,1,0,0,2009-0476,--,--
28/12/2005,29/12/2005,Yemen,YEM,"Al-Dhafir village (Bani Matar District, Sana'a Governorate)",Landslide,Landslide,65,11,0,0,2005-0709,--,--
27/08/2009,27/08/2009,Yemen,YEM,"Modawar village (Al Mahwait district, Al Mahwit province)",Landslide,Landslide,11,0,0,0,2009-0346,--,--
22/05/2016,22/05/2016,Yemen,YEM,"Al-Lassbah village (Al-Shamayteen mountain region, Taez province)",Landslide,Landslide,20,20,0,0,2016-0196,--,--
22/02/2010,22/02/2010,Zambia,ZMB,Mpulungu district (Northern province),Landslide,Landslide,9,150,0,0,2010-0070,--,--
