start_date,end_date,country_name,iso,location,dis_type,dis_subtype,total_deaths,total_affected,total_dam,insured_losses,disaster_no,associated_dis,associated_dis2
10/06/1954,10/06/1954,Afghanistan,AFG,North Region,Earthquake,Ground movement,2000,0,0,0,1954-0009,--,--
10/06/1956,10/06/1956,Afghanistan,AFG,Kabul,Earthquake,Ground movement,100,2000,25000,0,1956-0008,--,--
19/03/1976,19/03/1976,Afghanistan,AFG,Hindu Kush,Earthquake,Ground movement,50,90000,0,0,1976-0028,--,--
16/12/1982,16/12/1982,Afghanistan,AFG,Baghlan province (Hindu Kush region),Earthquake,Ground movement,500,38000,1000,0,1982-0127,--,--
16/12/1983,16/12/1983,Afghanistan,AFG,"Hindu Kush region, North-East provinces",Earthquake,Ground movement,12,34503,3000,0,1983-0166,--,--
02/02/1984,02/02/1984,Afghanistan,AFG,Jalalabad Area,Earthquake,Ground movement,1,35,5000,0,1984-0309,--,--
31/01/1991,31/01/1991,Afghanistan,AFG,"Konar, Nangarhar, Badakhstan provinces",Earthquake,Ground movement,130,7000,0,0,1991-0033,--,--
18/04/1991,18/04/1991,Afghanistan,AFG,Keshim (Badakhshan province),Earthquake,Ground movement,24,0,0,0,1991-0498,"Slide (land, mud, sn",--
20/05/1992,20/05/1992,Afghanistan,AFG,,Earthquake,Ground movement,14,0,0,0,1992-0202,--,--
01/05/1994,01/05/1994,Afghanistan,AFG,"Termez, Depth Shallow, Balkh and Jowzan Provinces, Mazar-I-Sharif District",Earthquake,Ground movement,160,100330,0,0,1994-0057,--,--
31/01/1996,31/01/1996,Afghanistan,AFG,"Pakhalsoz, Dar-E-Zand, Qala-E-Khwaja (Maimana, Faryab Province)",Earthquake,Ground movement,0,3250,0,0,1996-0020,--,--
10/05/1997,10/05/1997,Afghanistan,AFG,Herat area,Earthquake,Ground movement,5,0,10,0,1997-0095,--,--
04/02/1998,04/02/1998,Afghanistan,AFG,Rustaq (Takhar province),Earthquake,Ground movement,2323,32818,10000,0,1998-0026,--,--
30/05/1998,30/05/1998,Afghanistan,AFG,Shari-I-Buzurg (Faizabad ),Earthquake,Ground movement,4700,116935,10000,0,1998-0152,"Slide (land, mud, sn",--
20/02/1998,20/02/1998,Afghanistan,AFG,Rostaq area,Earthquake,Ground movement,0,0,0,0,1998-0579,--,--
11/02/1999,11/02/1999,Afghanistan,AFG,"Maidam Shar, Nirkh, Sayedabad, Baraki Barak, Pul-e-Alam, Mohammad Agha - Lowgar ",Earthquake,Ground movement,70,91960,0,0,1999-0054,--,--
25/02/2001,25/02/2001,Afghanistan,AFG,Fayzabad district (Badakhshan province),Earthquake,Ground movement,0,0,0,0,2001-0086,--,--
01/06/2001,01/06/2001,Afghanistan,AFG,"Panjsher, Parwan, Kapisa provinces",Earthquake,Ground movement,4,270,0,0,2001-0233,--,--
03/03/2002,03/03/2002,Afghanistan,AFG,"Hindu Kush montain (Wakhan district, Badakhshan province), Souchi Bala Payan, Yawan villages (Yawan district, Badakhshan province), Souch village (Jorm district, Badakhshan province), Jurm, Malang Ab villages (Baharak district, Badakhshan province), Rostaq district (Takhar province), Kabul district (Kabul province), Khuram Wa Sarbagh, Aybak districts (Samagan province)",Earthquake,Ground movement,150,3513,0,0,2002-0122,"Slide (land, mud, sn",--
25/03/2002,25/03/2002,Afghanistan,AFG,Nahrin district (Baghlan province),Earthquake,Ground movement,1000,91228,0,0,2002-0175,"Slide (land, mud, sn",--
12/04/2002,12/04/2002,Afghanistan,AFG,"Dawabi, Khojakeder villages (Nahrin district, Baghlan province)",Earthquake,Ground movement,50,6150,0,0,2002-0208,"Slide (land, mud, sn",--
10/04/2003,10/04/2003,Afghanistan,AFG,"Yaka Bagh area (Namakab district, Takhar province)",Earthquake,Ground movement,1,1001,0,0,2003-0236,"Slide (land, mud, sn",--
18/07/2004,18/07/2004,Afghanistan,AFG,Paktya province,Earthquake,Ground movement,2,1040,0,0,2004-0436,--,--
08/10/2005,08/10/2005,Afghanistan,AFG,Jalalabad district (Nangarhar province),Earthquake,Ground movement,1,0,50,0,2005-0575,--,--
13/12/2005,13/12/2005,Afghanistan,AFG,"Alishang district (Laghman province), Jalalabad district (Nangarhar province), Badakhsan province",Earthquake,Ground movement,5,501,0,0,2005-0686,--,--
29/07/2006,29/07/2006,Afghanistan,AFG,Emamsaheb district (Kunduz province),Earthquake,Ground movement,1,935,0,0,2006-0405,--,--
16/04/2009,16/04/2009,Afghanistan,AFG,"Sherzad, Hesarak, Khogyani districts (Nangarhar province)",Earthquake,Ground movement,22,3309,0,0,2009-0156,--,--
18/04/2010,18/04/2010,Afghanistan,AFG,Samangan province,Earthquake,Ground movement,11,1070,0,0,2010-0669,"Slide (land, mud, sn",--
11/06/2012,11/06/2012,Afghanistan,AFG,"Burka, Mullah Jan villages (Burka district, Baghlan province) Nahrin, Guzargah-e-Nur, Khost Wa Fereng, Khwajahejran districts (Baghlan province)",Earthquake,Ground movement,73,237,0,0,2012-0164,"Slide (land, mud, sn",--
24/04/2013,24/04/2013,Afghanistan,AFG,"Kama, Dehbala, Lalpur, Surkhrod, Kuzkunar, Sherzad, Khogyani, Chaparhar, Dara-e-Nur, Goshta, Durbaba, Muhmand Dara, Behsud, Jalalabad, Batikot, Hesarak, Shinwar, Achin districts (Nangarhar province), Nurgal, Khaskunar, Sarkani, Chawkay (Kunar province)",Earthquake,Ground movement,18,3531,0,0,2013-0151,--,--
26/10/2015,26/10/2015,Afghanistan,AFG,"Badakhshan, Baghlan, Ghazni, Kapisa, Khost, Kunar, Nangarhar, Paktya, Panjsher, Parwan, Takhar, Kunduz, Nuristan, Laghman, Kabul provinces",Earthquake,Ground movement,115,92725,0,0,2015-0476,--,--
25/12/2015,25/12/2015,Afghanistan,AFG,"Ashkasham town (Eshkmesh district, Badakhshan province)",Earthquake,Ground movement,0,407,0,0,2015-0571,--,--
30/11/1967,30/11/1967,Albania,ALB,Shupenze (Albania-Yugo Border),Earthquake,Ground movement,11,134,0,0,1967-0075,--,--
15/04/1979,15/04/1979,Albania,ALB,Northern,Earthquake,Ground movement,35,350,0,0,1979-0039,--,--
16/11/1982,16/11/1982,Albania,ALB, Lushnje,Earthquake,Ground movement,1,5005,0,0,1982-0161,--,--
09/01/1988,09/01/1988,Albania,ALB,Tirana,Earthquake,Ground movement,0,690,0,0,1988-0702,--,--
30/09/1998,30/09/1998,Albania,ALB,Kukes,Earthquake,Ground movement,0,2100,0,0,1998-0584,--,--
07/09/2009,07/09/2009,Albania,ALB,Peshkopi district,Earthquake,Ground movement,0,150,0,0,2009-0366,--,--
24/06/1910,24/06/1910,Algeria,DZA,Kabylie,Earthquake,Ground movement,12,0,0,0,1910-0005,--,--
12/02/1946,12/02/1946,Algeria,DZA,Constantine,Earthquake,Ground movement,276,0,0,0,1946-0001,--,--
09/09/1954,09/09/1954,Algeria,DZA,Orleansville,Earthquake,Ground movement,1250,129250,6000,0,1954-0017,--,--
21/02/1960,21/02/1960,Algeria,DZA,"Melouza, Beni Illmane",Earthquake,Ground movement,57,1250,0,0,1960-0033,--,--
01/01/1965,01/01/1965,Algeria,DZA,M'sila & Environs,Earthquake,Ground movement,2,49350,2000,0,1965-0002,--,--
10/10/1980,10/10/1980,Algeria,DZA,El Asnam,Earthquake,Ground movement,2633,930317,5200000,0,1980-0096,--,--
07/12/1980,07/12/1980,Algeria,DZA,El Asnam area,Earthquake,Ground movement,2,90,0,0,1980-0111,--,--
27/10/1985,27/10/1985,Algeria,DZA,Constantine-Skikda area,Earthquake,Ground movement,30,0,1000,0,1985-0386,--,--
26/01/1987,26/01/1987,Algeria,DZA,"Wilaya de Chle, Wilaya de Tissemsilt, Daira de Bordj Bou Naama, Larbaa",Earthquake,Ground movement,1,3152,1000,0,1987-0306,--,--
31/10/1988,31/10/1988,Algeria,DZA,Blida area,Earthquake,Ground movement,0,257,0,0,1988-0042,--,--
29/10/1989,29/10/1989,Algeria,DZA,"Chenoua, Blida, Tipasa, Boumerdes, Wilaya, El-Nador",Earthquake,Ground movement,22,12184,0,0,1989-0139,--,--
19/01/1992,19/01/1992,Algeria,DZA,Ain-Defla,Earthquake,Ground movement,0,2250,0,0,1992-0012,--,--
18/08/1994,18/08/1994,Algeria,DZA,Mascara province,Earthquake,Ground movement,171,12789,0,0,1994-0196,--,--
22/12/1999,22/12/1999,Algeria,DZA,Aïn Témuchent,Earthquake,Ground movement,22,15175,60929,0,1999-0561,--,--
21/05/2003,21/05/2003,Algeria,DZA,"Thenia, Zemmouri, Boumerdes, Dellys, Khemis El Khechna, Bordj Menaiel, Isser districts (Boumerdes province), Reghaia, Rouiba, Bab El Oued, Alger, Casbah, Hamma Anassers districts (Alger province)",Earthquake,Ground movement,2266,210261,5000000,0,2003-0245,Tsunami/Tidal wave,--
27/05/2003,27/05/2003,Algeria,DZA,Zemmouri district (Boumerdes province),Earthquake,Ground movement,9,200,0,0,2003-0255,--,--
10/01/2004,10/01/2004,Algeria,DZA,"Alger, Boumerdes provinces",Earthquake,Ground movement,0,300,0,0,2004-0011,--,--
01/12/2004,01/12/2004,Algeria,DZA,Boumerdes district (Boumerdes province),Earthquake,Ground movement,0,15,0,0,2004-0620,--,--
20/03/2006,20/03/2006,Algeria,DZA,"Laalam village (Tamridjet district, Bejaia province)",Earthquake,Ground movement,4,319,0,0,2006-0149,--,--
01/08/2014,01/08/2014,Algeria,DZA,"Alger, Boumerdes provinces",Earthquake,Ground movement,6,420,0,0,2014-0298,--,--
03/06/1985,03/06/1985,American Samoa,ASM,,Earthquake,Ground movement,0,0,0,0,1985-0326,--,--
29/09/2009,29/09/2009,American Samoa,ASM,"Pago Pago, Tula villages ",Earthquake,Tsunami,34,2500,0,0,2009-0420,Tsunami/Tidal wave,--
15/01/1944,15/01/1944,Argentina,ARG,San Juan,Earthquake,Ground movement,10000,155000,0,0,1944-0002,--,--
18/12/1949,18/12/1949,Argentina,ARG,Tierra del Fuego,Earthquake,Ground movement,0,5000,0,0,1949-0017,--,--
23/11/1977,23/11/1977,Argentina,ARG,"Cardoba, Buenos Aires, Caucete, Bragado San Juan province",Earthquake,Ground movement,70,40100,80000,0,1977-0137,--,--
26/01/1985,26/01/1985,Argentina,ARG,Mendoza province,Earthquake,Ground movement,6,45238,0,0,1985-0024,--,--
28/05/2002,28/05/2002,Argentina,ARG,"Aminga, Anillaco, Agua Blanca, Chuquis towns (Castro Barros district, La Rioja Provinve)",Earthquake,Ground movement,0,727,0,0,2002-0368,"Slide (land, mud, sn",--
18/07/1997,18/07/1997,Armenia,ARM,"Noyemberyan city (Noemberjan district, Tavush province)",Earthquake,Ground movement,0,15000,33333,0,1997-0368,--,--
14/10/1968,14/10/1968,Australia,AUS,"Perth, Meckering",Earthquake,Ground movement,0,4290,2600,0,1968-0077,--,--
/06/1979,/06/1979,Australia,AUS,Cadoux region,Earthquake,Ground movement,0,0,7075,0,1979-0219,--,--
28/12/1989,28/12/1989,Australia,AUS,Newcastle,Earthquake,Ground movement,12,2115,1000000,396000,1989-0142,--,--
06/08/1994,06/08/1994,Australia,AUS,"Cessnock, Hunter Valley",Earthquake,Ground movement,0,5025,0,0,1994-0642,--,--
12/04/1998,12/04/1998,Austria,AUT,Arnoldstein,Earthquake,Ground movement,0,0,0,0,1998-0110,--,--
09/07/1998,09/07/1998,Azerbaijan,AZE,"Lenkoran, Lerik, Astara, Massali, Yardimili districts",Earthquake,Ground movement,1,700010,0,0,1998-0215,--,--
04/06/1999,04/06/1999,Azerbaijan,AZE,"Agdash, Geokchai, Udzhar",Earthquake,Ground movement,1,9170,5000,0,1999-0196,--,--
25/11/2000,25/11/2000,Azerbaijan,AZE,"Absheron, Baku, Sumgayit districts (Absheron province)",Earthquake,Ground movement,31,3294,10000,0,2000-0769,--,--
07/05/2012,07/05/2012,Azerbaijan,AZE,"Balaken, Gakh, Zagatala districts (Shaki-Zaqatala province)",Earthquake,Ground movement,0,15550,0,0,2012-0191,--,--
18/05/2012,18/05/2012,Azerbaijan,AZE,"Zagatala, Gakh districts (Shaki-Zaqatala province)",Earthquake,Ground movement,0,6949,0,0,2012-0545,--,--
18/02/1964,18/02/1964,Azores Islands,AZO,Sao Jorge Isl.,Earthquake,Ground movement,0,1000,0,0,1964-0016,--,--
01/01/1980,01/01/1980,Azores Islands,AZO,"Terceira, San Miguel, Santa Maria Pico, Sao Jorge Islands",Earthquake,Ground movement,69,21900,0,0,1980-0001,--,--
08/07/1998,08/07/1998,Azores Islands,AZO,Faial and Pico Isl.,Earthquake,Ground movement,10,1100,72000,0,1998-0206,--,--
06/02/1988,06/02/1988,Bangladesh,BGD,Syhlet,Earthquake,Ground movement,2,100,0,0,1988-0079,--,--
12/06/1989,12/06/1989,Bangladesh,BGD,Banaripara area,Earthquake,Ground movement,1,100,0,0,1989-0071,--,--
22/11/1997,22/11/1997,Bangladesh,BGD,Chittagong,Earthquake,Ground movement,23,200,0,0,1997-0281,--,--
22/07/1999,22/07/1999,Bangladesh,BGD,Maheshkhali Isl. Level 1 = Chittagong Div,Earthquake,Ground movement,6,15200,0,0,1999-0228,--,--
02/01/2000,02/01/2000,Bangladesh,BGD,"Maheshkhali area (Cox's Bazar district, Chittagong province)",Earthquake,Ground movement,0,1000,0,0,2000-0023,--,--
26/07/2003,26/07/2003,Bangladesh,BGD,"Chittagong, Cox's Bazar, Rangamati districts (Chittagong province)",Earthquake,Ground movement,2,2525,0,0,2003-0452,"Slide (land, mud, sn",--
26/12/2004,26/12/2004,Bangladesh,BGD,"Barisal, Chittagong, Khulna provinces",Earthquake,Tsunami,2,0,500000,0,2004-0659,--,--
25/04/2015,25/04/2015,Bangladesh,BGD,"Savar area (Dhaka district, Dhaka province), Narayanganj, Gazipur, Gopalganj districts (Dhaka province), Sunamganj district (Sylhet province), Comilla, Feni districts (Chittagong province), Habiganj district (Sylhet province), Gangachara area (Rangpur district, Rangpur province), Gaibandha district (Rangpur province), Rajshahi, Naogaon, Bogra, Pabna districts (Rajshahi province)",Earthquake,Ground movement,4,200,0,0,2015-0144,--,--
03/01/2016,03/01/2016,Bangladesh,BGD,"Dhaka, Jamalpur districts (Dhaka province), Rajshahi district (Rajshahi province), Lalmonirhat, Panchagarh districts (Rangpur province)",Earthquake,Ground movement,5,70,0,0,2016-0002,--,--
29/11/2007,29/11/2007,Barbados,BRB,Bridgetown (St. Michael Province),Earthquake,Ground movement,0,1,0,0,2007-0572,"Slide (land, mud, sn",--
08/11/1983,08/11/1983,Belgium,BEL,Seraing (Liège),Earthquake,Ground movement,2,1030,50000,0,1983-0146,--,--
13/04/1992,13/04/1992,Belgium,BEL,,Earthquake,Ground movement,0,0,100000,0,1992-0093,--,--
21/09/2009,21/09/2009,Bhutan,BTN,"Monggar, Trashigang provinces",Earthquake,Ground movement,11,12,0,0,2009-0406,--,--
18/09/2011,18/09/2011,Bhutan,BTN,"Paro, Thimphu provinces",Earthquake,Ground movement,1,20016,0,0,2011-0351,--,--
26/03/1982,26/03/1982,Bolivia (Plurinational State of),BOL,Tarisa,Earthquake,Ground movement,20,0,0,0,1982-0396,--,--
09/06/1994,09/06/1994,Bolivia (Plurinational State of),BOL,"Arequipa, Cuzco provinces",Earthquake,Ground movement,5,0,0,0,1994-0058,"Slide (land, mud, sn",--
22/05/1998,22/05/1998,Bolivia (Plurinational State of),BOL,"Aiquile, Tortora",Earthquake,Ground movement,95,18050,0,0,1998-0169,--,--
30/11/1986,30/11/1986,Brazil,BRA,"Joao Camara, Pobo Branco",Earthquake,Ground movement,1,23000,5000,0,1986-0141,--,--
09/12/2007,09/12/2007,Brazil,BRA,"Itacarambi, Januaria, Manga, Varzelandia districts (Minas Gerais province)",Earthquake,Ground movement,1,286,0,0,2007-0653,--,--
14/04/1928,14/04/1928,Bulgaria,BGR,Plovdiv,Earthquake,Ground movement,107,0,0,0,1928-0007,--,--
04/03/1977,04/03/1977,Bulgaria,BGR,"Svishtov, Ruse",Earthquake,Ground movement,20,165,0,0,1977-0048,--,--
07/12/1986,07/12/1986,Bulgaria,BGR,Strazhitsa (Tyrnovo region),Earthquake,Ground movement,3,3060,0,0,1986-0140,--,--
30/05/1990,30/05/1990,Bulgaria,BGR,North,Earthquake,Ground movement,1,0,0,0,1990-0020,--,--
20/02/2006,20/02/2006,Bulgaria,BGR,"Murgovo village (Kardzhali district, Kardzhali province)",Earthquake,Ground movement,0,527,0,0,2006-0148,--,--
22/05/2012,22/05/2012,Bulgaria,BGR,"Pernik town (Pernik Province), Sofia town (Sofia-city Province)",Earthquake,Ground movement,0,210,0,0,2012-0152,--,--
24/02/2004,24/02/2004,Burundi,BDI,"Ruyaga village (Rugombo district, Cibitoke province)",Earthquake,Ground movement,3,120,0,0,2004-0671,--,--
18/11/1928,18/11/1928,Canada,CAN,"Burin Peninsula, Newfoundland",Earthquake,Tsunami,27,0,0,0,1928-0024,--,--
16/08/1906,16/08/1906,Chile,CHL,Valparaiso,Earthquake,Ground movement,20000,0,100000,0,1906-0014,--,--
//1922,//1922,Chile,CHL,,Earthquake,Ground movement,1000,0,0,0,1922-0001,--,--
11/11/1922,11/11/1922,Chile,CHL,"Coquimbo, Chanaral Caldera",Earthquake,Tsunami,100,0,0,0,1922-0007,--,--
//1928,//1928,Chile,CHL,Talca,Earthquake,Ground movement,220,0,0,0,1928-0003,--,--
24/01/1939,24/01/1939,Chile,CHL,Chillan region (Concepcion),Earthquake,Ground movement,30000,58500,920000,0,1939-0001,--,--
/09/1942,/09/1942,Chile,CHL,,Earthquake,Ground movement,5,16,28000,0,1942-0007,--,--
/04/1943,/04/1943,Chile,CHL,,Earthquake,Ground movement,12,35,100000,0,1943-0010,--,--
/08/1946,/08/1946,Chile,CHL,,Earthquake,Ground movement,0,0,0,0,1946-0013,--,--
20/04/1949,20/04/1949,Chile,CHL,Central,Earthquake,Ground movement,35,155,39000,0,1949-0005,--,--
/12/1949,/12/1949,Chile,CHL,,Earthquake,Ground movement,6,18,5200,0,1949-0015,--,--
06/05/1953,06/05/1953,Chile,CHL,Chillan,Earthquake,Ground movement,12,40,500000,0,1953-0012,--,--
/12/1953,/12/1953,Chile,CHL,,Earthquake,Ground movement,3,15,7310,0,1953-0021,--,--
/09/1958,/09/1958,Chile,CHL,,Earthquake,Ground movement,0,35,10100,0,1958-0010,--,--
//1960,//1960,Chile,CHL,,Earthquake,Ground movement,570,0,0,0,1960-0003,--,--
21/05/1960,21/05/1960,Chile,CHL,"Puerto Montt, Valdivia (Arauco peninsula)",Earthquake,Ground movement,6000,2003000,550000,0,1960-0013,Volcanic activity,Tsunami/Tidal wave
/03/1963,/03/1963,Chile,CHL,,Earthquake,Ground movement,280,460,235000,0,1963-0010,--,--
28/03/1965,28/03/1965,Chile,CHL,"Coquimbo, Santiago (Central Valley)",Earthquake,Ground movement,400,20350,125000,0,1965-0016,--,--
28/12/1966,28/12/1966,Chile,CHL,Taltal & Catalina,Earthquake,Ground movement,4,3006,400,0,1966-0090,--,--
08/07/1971,08/07/1971,Chile,CHL,"Valparaiso, Salamnca, Coquimbo",Earthquake,Ground movement,85,2348973,236400,0,1971-0042,--,--
/10/1983,/10/1983,Chile,CHL,North regions,Earthquake,Ground movement,4,1524,0,0,1983-0127,--,--
03/03/1985,03/03/1985,Chile,CHL,"Valparaiso, Santiago, Talca, Copiapo, La Serena, Rancegua, Cauquenes, Concepcion",Earthquake,Ground movement,180,1482275,1500000,90000,1985-0041,--,--
08/08/1987,08/08/1987,Chile,CHL,"Arica, Iquique several small Andean towns",Earthquake,Ground movement,5,5112,1000,0,1987-0144,"Slide (land, mud, sn",--
30/07/1995,30/07/1995,Chile,CHL,"Antofagasta, Arica, Iquique, Tocopilla, Calama, Chuquicamasta, Antofagasta, Taltal, Diego de Almagro, Chanaral, Caldera, Copiapo, Vallenar, La serena",Earthquake,Ground movement,3,1833,1660,0,1995-0171,--,--
14/10/1997,14/10/1997,Chile,CHL,"Elqui, Limari, Choapa (Coquimbo Region - Region IV)",Earthquake,Ground movement,8,53098,48000,0,1997-0247,"Slide (land, mud, sn",--
13/06/2005,13/06/2005,Chile,CHL,"Iquique, Alto Hospicio towns (Iquique district, Tarapaca province), Pozo Almonte, Pica, Camina, Huara, Colchane towns (Tamarugal district, Tarapaca province)",Earthquake,Ground movement,11,27645,5000,40000,2005-0321,"Slide (land, mud, sn",--
21/04/2007,21/04/2007,Chile,CHL,"Puerto Aisen, Puerto Chacabuco towns (Aisen district, Aisen del General Carlos Ibañez del Campo province), Balmacada town (Coyhaique district, Aisen province), Cochrane town (Capitan Prat district, Aisen province)",Earthquake,Tsunami,10,0,0,0,2007-0158,Tsunami/Tidal wave,--
14/11/2007,14/11/2007,Chile,CHL,"Tocopilla, Maria Elena, Quillagua town (Topicalla Province, Antofagasta Region), Mejillones (Antofagasta Province, Antofagasta Region)",Earthquake,Ground movement,2,25155,100000,0,2007-0587,--,--
27/02/2010,27/02/2010,Chile,CHL,"Biobio province, Libertador Gral. Bernardo O'higgins, Valparaiso, Araucania, Metropolitana Santiago, Maule Provinces",Earthquake,Tsunami,562,2671556,30000000,8000000,2010-0091,Tsunami/Tidal wave,--
25/03/2012,25/03/2012,Chile,CHL,"Parral town (Linares district, Maule province), Santiago district (Metropolitana province), Biobio district (Biobio province)",Earthquake,Ground movement,1,24297,100000,0,2012-0126,--,--
01/04/2014,01/04/2014,Chile,CHL,"Arica y Painacota province, Alto Hospicio commune (Iquique district, Tarapaca province)",Earthquake,Ground movement,6,513387,100000,0,2014-0094,Tsunami/Tidal wave,"Slide (land, mud, sn"
16/09/2015,16/09/2015,Chile,CHL,"Araucania, Atacama, Biobio, Coquimbo, Libertador Gral. Bernardo OHiggins, Maule, Metropolitana, Valparaiso provinces",Earthquake,Tsunami,19,681499,800000,350000,2015-0435,Tsunami/Tidal wave,--
17/03/1906,17/03/1906,China,CHN,"Kagi, Toroku",Earthquake,Ground movement,1266,0,0,0,1906-0011,--,--
21/10/1907,21/10/1907,China,CHN,Tien Shan,Earthquake,Ground movement,12000,0,0,0,1907-0006,--,--
30/07/1917,30/07/1917,China,CHN,,Earthquake,Ground movement,1800,0,0,0,1917-0014,--,--
13/02/1918,13/02/1918,China,CHN,Kwangtung (Guangdong),Earthquake,Ground movement,10000,0,0,0,1918-0020,--,--
16/12/1920,16/12/1920,China,CHN,Gansu province,Earthquake,Ground movement,180000,0,0,0,1920-0007,"Slide (land, mud, sn",--
24/03/1923,24/03/1923,China,CHN,,Earthquake,Ground movement,5000,0,0,0,1923-0019,--,--
25/05/1923,25/05/1923,China,CHN,,Earthquake,Ground movement,2200,0,0,0,1923-0020,--,--
16/03/1925,16/03/1925,China,CHN,Yunnan,Earthquake,Ground movement,5000,0,0,0,1925-0002,--,--
22/05/1927,22/05/1927,China,CHN,Nanchang (Jiangxi),Earthquake,Ground movement,200000,0,0,0,1927-0006,--,--
26/12/1932,26/12/1932,China,CHN,Gansu province,Earthquake,Ground movement,70000,0,0,0,1932-0007,--,--
25/09/1933,25/09/1933,China,CHN,,Earthquake,Ground movement,10000,0,0,0,1933-0021,--,--
03/01/1942,03/01/1942,China,CHN,"Southern China, Yunnan",Earthquake,Ground movement,30,0,0,0,1942-0021,--,--
//1954,//1954,China,CHN,Shandan county,Earthquake,Ground movement,50,300,0,0,1954-0002,--,--
14/04/1955,14/04/1955,China,CHN,"Kangting, Sikang",Earthquake,Ground movement,39,113,0,0,1955-0038,--,--
/09/1959,/09/1959,China,CHN,,Earthquake,Tsunami,47,0,0,0,1959-0045,--,--
09/03/1966,09/03/1966,China,CHN,Hopeh province,Earthquake,Ground movement,0,0,0,0,1966-0034,--,--
25/07/1969,25/07/1969,China,CHN,Tientsin (Swatow province),Earthquake,Ground movement,3000,0,0,0,1969-0082,--,--
/01/1970,/01/1970,China,CHN,Yunnan province,Earthquake,Ground movement,10000,0,0,0,1970-0010,--,--
/05/1974,/05/1974,China,CHN,"Yunnan, Sichuan",Earthquake,Ground movement,20000,0,0,0,1974-0025,--,--
04/02/1975,04/02/1975,China,CHN,Anshan Liaoning province,Earthquake,Ground movement,10000,0,0,0,1975-0017,--,--
27/07/1976,27/07/1976,China,CHN,"Tangshan, Pek.,Tientsin",Earthquake,Ground movement,242000,164000,5600000,0,1976-0050,--,--
16/08/1976,16/08/1976,China,CHN,"Szechwan, Chengtu",Earthquake,Ground movement,0,0,0,0,1976-0055,--,--
09/07/1979,09/07/1979,China,CHN,Lyang area (Jiangsu province),Earthquake,Ground movement,41,2000,0,0,1979-0063,--,--
27/08/1979,27/08/1979,China,CHN,Wu-Yuan area (Inner Mongolia),Earthquake,Ground movement,0,2104,0,0,1979-0082,--,--
24/01/1981,24/01/1981,China,CHN,Sichuan province,Earthquake,Ground movement,150,25850,0,0,1981-0026,--,--
15/06/1982,15/06/1982,China,CHN,Garze (Sichuan province),Earthquake,Ground movement,10,5,0,0,1982-0068,--,--
06/11/1983,06/11/1983,China,CHN,Heze area (Shandong province),Earthquake,Ground movement,34,18700,0,0,1983-0144,--,--
18/04/1985,18/04/1985,China,CHN,Yunnan province,Earthquake,Ground movement,22,300,0,0,1985-0055,--,--
23/08/1985,23/08/1985,China,CHN,Wuqia-Shufu area,Earthquake,Ground movement,67,16100,0,0,1985-0101,--,--
29/03/1985,29/03/1985,China,CHN,Neijiang area (Sichuan province),Earthquake,Ground movement,1,120,0,0,1985-0182,--,--
20/06/1986,20/06/1986,China,CHN,"Ombu area, Tibet",Earthquake,Ground movement,0,290,0,0,1986-0173,--,--
24/01/1987,24/01/1987,China,CHN,Wushi area,Earthquake,Ground movement,0,2085,0,0,1987-0102,--,--
02/08/1987,02/08/1987,China,CHN,Ganzhou-Xunwu area,Earthquake,Ground movement,0,185084,0,0,1987-0149,--,--
09/09/1987,09/09/1987,China,CHN,South Jiangxi,Earthquake,Ground movement,0,7000,0,0,1987-0158,--,--
04/01/1988,04/01/1988,China,CHN,Ningxia province,Earthquake,Ground movement,0,50060,0,0,1988-0035,--,--
06/11/1988,06/11/1988,China,CHN,"Lancang, Menglian counties (Yunnan province)",Earthquake,Ground movement,939,1270364,269000,0,1988-0502,--,--
15/04/1989,15/04/1989,China,CHN,"Batang county Litang, Baiju, Derong, Xiangcheng, Daocheng counties (Sichuan province)",Earthquake,Ground movement,8,40107,164000,0,1989-0081,--,--
18/10/1989,18/10/1989,China,CHN,Between Datong (Shanxi) and Yangyuan (Hebei),Earthquake,Ground movement,29,105140,0,0,1989-0136,--,--
07/05/1989,07/05/1989,China,CHN,Gengma (Yunnan province),Earthquake,Ground movement,1,26591,54000,0,1989-0155,--,--
20/11/1989,20/11/1989,China,CHN,"Jiangbei county (Chong Qing, Sichuan Province)",Earthquake,Ground movement,4,52800,0,0,1989-0225,--,--
22/09/1989,22/09/1989,China,CHN,Sichuan province,Earthquake,Ground movement,0,21404,0,0,1989-0287,--,--
20/10/1990,20/10/1990,China,CHN,"Tian Zhu, Jing Tai, Gu Lang counties (Gansu Province)",Earthquake,Ground movement,1,30016,0,0,1990-0093,--,--
26/04/1990,26/04/1990,China,CHN,Qinghai Province,Earthquake,Ground movement,126,34319,58350,0,1990-0099,--,--
25/02/1991,25/02/1991,China,CHN,Keping County (Xinjiang Region),Earthquake,Ground movement,0,42808,0,0,1991-0043,--,--
26/03/1991,26/03/1991,China,CHN,"Yanggao, Hunyuan, Guangling, Tianzhen, Datong Counties (Shanxi province, Yangyuan, Yuxian Counties (Hebei province)",Earthquake,Ground movement,1,240542,0,0,1991-0088,--,--
31/07/1992,31/07/1992,China,CHN,Lhasa prefecture (Tibet),Earthquake,Ground movement,0,16000,3150,0,1992-0256,--,--
27/01/1993,27/01/1993,China,CHN,Yunnan province,Earthquake,Ground movement,0,142146,0,0,1993-0108,--,--
