affected,end_date,deaths,lon,damage,lat,start_date,death_level,affected_level, damage_level
0,//1973,0,69.17916699999999,0,34.5208294,/08/1971,1,1,1
0,//1983,0,1.659626,0,28.033886,//1981,1,1,1
0,//1923,0,-63.06861499999999,0,18.220554,//1919,1,1,1
0,//2009,0,-63.0266339,0,-40.8261434,/01/2009,1,1,1
0,/01/1975,0,146.921099,0,-31.2532183,/12/1974,1,1,1
0,//1976,0,144.7851531,0,-37.4713077,//1976,1,1,1
0,/08/1976,0,121.6283098,0,-27.6728168,/05/1976,1,1,1
0,//1978,0,151.9311441,0,-27.6029207,//1978,1,1,1
0,//1947,0,90.356331,0,23.684994,/07/1947,1,1,1
0,//1974,0,90.356331,0,23.684994,/10/1974,1,1,1
0,/08/2009,0,90.3465971,0,22.7029212,/07/2009,1,1,1
0,/06/2010,0,-59.5261392,0,13.0728209,/01/2010,1,1,1
0,//1976,0,4.469936,0,50.503887,/07/1976,1,1,1
0,//1977,0,-42.5509603,0,-10.0626444,//1977,1,1,1
0,//1988,0,-51.2176986,0,-30.0346316,/02/1988,1,1,1
0,//1994,0,-51.92528,0,-14.235004,//1994,1,1,1
0,//2002,0,-44.5550308,0,-18.512178,/09/2002,1,1,1
0,/10/2005,0,-60.86093579999999,0,-3.9148823,/10/2005,1,1,1
0,//1983,0,25.48583,0,42.733883,/05/1983,1,1,1
0,//2001,0,25.48583,0,42.733883,/03/2000,1,1,1
0,//1914,0,-1.561593,0,12.238333,//1910,1,1,1
0,//1944,0,-1.561593,0,12.238333,//1940,1,1,1
0,//2001,0,-1.443469,0,12.7096087,/04/2001,1,1,1
0,//2004,0,30.2051096,0,-2.5738791,/09/2003,1,1,1
0,//2011,0,29.6252858,0,-2.9218531,//2011,1,1,1
0,//1914,0,-23.6051868,0,15.120142,//1910,1,1,1
0,//1975,0,-23.6051868,0,15.120142,//1972,1,1,1
0,//1985,0,-23.6051868,0,15.120142,//1982,1,1,1
0,//1992,0,-23.6051868,0,15.120142,//1992,1,1,1
0,//1987,0,104.990963,0,12.565679,//1987,1,1,1
0,//2001,0,13.914399,0,8.580901299999999,/01/2001,1,1,1
0,/05/2005,0,15.0360161,0,12.0963369,/03/2005,1,1,1
0,//1961,0,-113.4979098,0,53.5406152,/01/1961,1,1,1
0,//1914,0,18.732207,0,15.454166,//1910,1,1,1
0,//1944,0,18.732207,0,15.454166,//1940,1,1,1
0,//1966,0,18.732207,0,15.454166,/03/1966,1,1,1
0,//1982,0,117.284903,0,31.86112099999999,//1979,1,1,1
0,/08/1983,0,91.117525,0,29.647535,/01/1983,1,1,1
0,//1986,0,119.295144,0,26.10078,//1985,1,1,1
0,//2000,0,113.266531,0,23.132191,/09/2000,1,1,1
0,/02/2016,0,-75.2479061,0,5.29826,/10/2015,1,1,1
0,//1983,0,-13.2504767,0,8.482465,/02/1983,1,1,1
0,//1973,0,-84.87242839999999,0,10.5052242,//1973,1,1,1
0,/08/2015,0,-84.21417009999999,0,10.0159394,/08/2015,1,1,1
0,//2001,58,15.1157399,0,-11.3590322,/01/2001,4,2,1
0,//1944,20000,-24.3103718,0,16.6048609,//1940,4,2,1
0,//1943,1900000,90.356331,0,23.684994,//1943,4,2,2
0,//1928,3000000,108.954348,0,34.265503,//1928,4,2,2
2000,//1979,18,91.8123324,0,22.3475365,/06/1979,3,3,2
10000,//1998,0,-23.5133267,0,14.93305,/03/1998,1,3,3
20700,//1998,0,-1.561593,0,12.238333,/03/1998,1,4,3
25000,//2005,0,14.9702692,0,-16.7518119,/09/2004,1,4,3
