affected,end_date,deaths,lon,damage,lat,start_date
0,26/08/1987,51,103.9372653,0,30.8184424,26/08/1987
22000200,/04/1988,577,119.987813,1063564,36.312803,/04/1988
2880000,20/05/1988,158,117.6475855,91644,39.0250368,20/05/1988
35000,/06/1988,22,114.9156461,12000,27.7961295,/06/1988
10000,23/07/1988,54,105.9744856,0,34.54589,23/07/1988
30000,06/08/1988,204,112.567062,0,37.834171,06/08/1988
280000,24/08/1988,0,117.0448349,0,36.6575065,24/08/1988
300505,/09/1988,58,109.104932,256000,21.47211,/09/1988
110000,/09/1988,170,123.007905,540000,41.096056,/09/1988
100010000,14/07/1989,2000,117.222108,2789000,31.820134,14/07/1989
26130805,02/07/1990,363,113.0931446,592000,28.2316884,05/06/1990
175000,19/07/1990,72,106.714459,211000,26.58544,04/07/1990
16000000,/07/1990,60,117.0448349,0,36.6575065,/07/1990
210232227,19/07/1991,1729,117.222108,7500000,31.820134,01/06/1991
3500,10/09/1991,26,113.9335654,14120,22.5758302,07/09/1991
0,12/08/1991,106,118.782645,530000,32.087202,09/08/1991
210070,23/04/1992,248,120.368406,170000,36.071405,15/03/1992
31632,21/07/1992,96,119.839719,146000,31.781337,02/07/1992
5000,14/07/1992,35,114.9156461,76000,27.7961295,29/06/1992
0,29/07/1992,48,104.0831099,3400,30.7557697,22/07/1992
2433,20/08/1992,25,123.3332319,110000,43.6465417,01/08/1992
7400,01/08/1993,41,103.5030548,27000,29.7639546,27/07/1993
0,/04/1993,131,-69.4415812,0,44.53182169999999,/04/1993
0,03/10/1993,59,120.3518721,0,30.31026559999999,03/10/1993
0,/06/1993,1000,116.636916,6061000,40.31268,/06/1993
78974400,25/06/1994,1001,121.195844,5460000,36.74825999999999,09/06/1994
30547665,29/07/1994,258,121.195844,1810000,36.74825999999999,11/07/1994
2000000,13/08/1994,128,118.782645,1000,32.087202,23/07/1994
17000,18/07/1994,41,114.2165516,95000,30.77391,11/07/1994
320,30/06/1994,41,120.312235,12100,36.068854,30/06/1994
0,03/05/1994,95,114.9156461,161000,27.7961295,01/05/1994
114470249,15/08/1995,1437,123.007905,6720000,41.096056,15/05/1995
1000000,02/08/1995,120,121.5870225,0,38.9131016,02/08/1995
154634000,26/07/1996,2775,117.222108,12600000,31.820134,30/06/1996
40000,/05/1996,96,117.193592,0,39.115868,/05/1996
0,/08/1996,1200,114.272789,6314500,30.53968799999999,/08/1996
0,03/08/1996,20,126.1447692,0,45.168745,03/08/1996
371229,16/05/1997,103,121.195844,160000,36.74825999999999,03/05/1997
7000000,22/07/1997,164,106.703923,0,26.581881,10/07/1997
318000,30/07/1997,300,104.817004,1027400,35.073414,10/07/1997
0,08/09/1997,63,112.5922176,0,26.9064858,01/09/1997
0,01/08/1997,420,117.193592,1251200,39.115868,30/06/1997
0,10/06/1997,40,103.795678,1000,27.5885274,03/06/1997
238973000,30/08/1998,3656,117.17783,30000000,34.249164,01/07/1998
1300,24/05/1998,15,114.2121422,34700,22.2893288,24/05/1998
80000,31/08/1998,50,91.1655268,20124,29.6632159,31/08/1998
1500000,11/06/1998,440,123.007905,724700,41.096056,11/06/1998
2160000,14/09/1998,89,118.782645,964000,32.087202,08/08/1998
3000,25/04/1999,35,117.17783,0,34.249164,25/04/1999
101024000,03/08/1999,725,117.222108,8100000,31.820134,23/06/1999
5165000,07/09/1999,153,120.3518721,647000,30.31026559999999,06/09/1999
0,03/07/1999,30,117.222108,302000,31.820134,03/07/1999
1000000,14/08/1999,199,112.4621263,181200,25.3825456,12/08/1999
5000,14/08/1999,43,117.156667,24200,34.284786,14/08/1999
40000,17/04/2000,15,119.0588382,12000,33.5878345,13/04/2000
154183,19/06/2000,34,87.009778,22000,29.228799,31/05/2000
15000,01/06/2000,4,104.06012,0,30.648676,01/06/2000
31010,30/06/2000,43,117.071905,19000,39.409132,17/06/2000
300000,08/06/2000,33,107.515274,60000,26.242495,08/06/2000
18214,14/07/2000,203,112.939068,172000,28.21214,11/07/2000
200000,18/10/2000,10,110.177146,25366,20.335385,12/10/2000
4500,05/05/2000,26,113.9335654,5000,22.5758302,01/05/2000
1760000,02/06/2001,29,118.783404,78000,32.050797,02/06/2001
30003,20/04/2001,11,113.9335654,24000,22.5758302,20/04/2001
7,27/06/2001,22,120.3518721,0,30.31026559999999,27/06/2001
2702,25/08/2001,35,119.385752,17000,39.768808,25/08/2001
17,26/07/2001,46,111.0010261,5000,21.5122296,25/07/2001
250000,22/09/2001,27,121.5816106,300000,31.2514278,19/09/2001
4000,18/12/2001,0,112.3690929,0,34.6732858,17/12/2001
3110,15/06/2001,66,108.353838,167000,21.635148,15/06/2001
300000,23/06/2001,166,105.320538,120000,30.61098,19/06/2001
20000000,29/05/2002,0,113.0931446,943000,28.2316884,22/05/2002
7001,22/06/2002,22,88.60769859999999,50000,42.7464258,23/05/2002
80035257,18/06/2002,793,107.989339,3100000,33.520383,08/06/2002
12312,29/07/2002,11,88.1708879,38600,47.7512239,21/07/2002
15,/08/2002,61,114.1371705,0,24.3460929,/08/2002
6340000,05/08/2002,165,120.3522654,540000,30.3073399,05/08/2002
999311,20/08/2002,178,121.5804,4200,31.270862,14/08/2002
5250000,11/08/2002,16,119.716372,0,29.801487,11/08/2002
50000,02/11/2002,0,121.49791,0,31.262246,28/10/2002
4370986,21/05/2003,38,112.5560269,160000,25.2785467,15/05/2003
0,07/06/2003,28,108.8250661,0,34.2511664,05/06/2003
150146000,28/07/2003,430,105.9264505,7890000,26.2550455,23/06/2003
1200000,07/08/2003,30,115.7995246,4830000,32.8960227,01/07/2003
200000,12/11/2003,123,123.445466,2440000,41.82823,24/08/2003
8000,22/09/2003,13,116.411468,9640,24.497632,20/09/2003
0,28/05/2004,18,109.2831425,0,29.6732863,27/05/2004
168500,25/06/2004,47,110.2172571,361000,27.9917063,20/06/2004
90000,16/06/2004,5,104.9566936,0,26.5469422,14/06/2004
556073,23/06/2004,0,106.6878517,0,26.5564476,22/06/2004
740,06/06/2004,3,105.509002,0,35.050242,05/06/2004
0,30/06/2004,15,104.7144852,0,28.4449035,28/06/2004
0,17/05/2004,7,114.9156461,53500,27.7961295,13/05/2004
33652026,20/07/2004,133,98.85309699999999,1100000,25.852548,15/07/2004
8253000,07/09/2004,222,120.4495091,471000,32.5671786,02/09/2004
425,12/06/2005,117,113.8401248,45000,22.6014053,10/06/2005
11230230,10/07/2005,58,107.9940841,607000,31.7470143,28/06/2005
16700000,30/06/2005,235,104.415682,2160000,28.627123,19/06/2005
14500,05/09/2005,28,120.516493,0,37.647299,14/08/2005
188046,20/08/2005,52,126.656327,913000,45.762927,13/08/2005
4610000,06/10/2005,20,112.151033,239000,32.017917,29/09/2005
80000,06/10/2005,20,121.539961,240000,31.257975,03/10/2005
8842,29/05/2005,8,121.6931379,4600,31.1965619,28/05/2005
650000,25/06/2005,19,116.7679108,180700,40.3642523,17/06/2005
1270000,12/08/2005,5,126.5595683,271000,43.8027701,01/07/2005
10461,11/05/2006,21,114.9156461,333000,27.7961295,09/04/2006
36900,15/05/2006,22,106.6878517,36000,26.5564476,21/04/2006
356000,09/06/2006,57,119.5341039,393000,26.6559986,30/05/2006
350035,31/05/2006,3,112.2153693,0,30.3461587,24/05/2006
1410000,16/06/2006,2,112.4621263,0,25.3825456,13/06/2006
4600024,15/06/2006,21,117.021958,0,28.240118,08/06/2006
5000,19/06/2006,23,110.4840446,0,29.1251495,17/06/2006
4120000,06/07/2006,30,113.8225028,679000,31.6115467,28/06/2006
2375016,26/06/2006,29,111.7345677,0,27.2634803,25/06/2006
4000,13/07/2006,0,116.721041,0,39.535398,11/07/2006
1400000,11/07/2006,10,121.4303506,31000,31.1612691,07/07/2006
2400,05/07/2006,20,87.60477399999999,0,43.782547,02/07/2006
1200,17/07/2006,1,106.4231738,0,38.9450768,14/07/2006
0,31/08/2006,15,102.483707,0,34.592251,30/08/2006
20004,12/10/2006,27,102.0066191,0,23.5951646,06/10/2006
7000,08/05/2006,16,119.992185,57000,31.713196,04/05/2006
250000,06/06/2007,0,114.9156461,13000,27.7961295,01/06/2007
2300050,26/05/2007,43,99.9886552,78000,31.619473,24/05/2007
105004000,/07/2007,535,104.06012,4425655,30.648676,15/06/2007
0,01/07/2007,9,114.2165516,0,30.77391,29/06/2007
386000,03/08/2007,170,98.275302,40000,25.321728,18/07/2007
112742,22/07/2007,83,117.0448349,329000,36.6575065,18/07/2007
350000,03/08/2007,29,108.997015,80000,34.309636,14/07/2007
30000,03/08/2007,96,111.0531761,0,33.7581197,29/07/2007
17500,02/09/2007,11,106.633207,26000,29.740187,31/08/2007
213000,27/08/2007,17,108.37603,5500,22.817455,22/08/2007
2430000,12/08/2007,26,121.210272,0,36.746996,09/08/2007
17500,02/09/2007,11,106.633207,26000,29.740187,31/08/2007
538166,05/06/2008,64,106.6878517,0,26.5564476,27/05/2008
1600000,22/06/2008,176,118.783404,2200000,32.050797,07/06/2008
780000,05/05/2008,3,121.5303483,19000,31.2550443,02/05/2008
810000,11/08/2008,20,100.7981593,42000,22.0299939,07/08/2008
411000,04/11/2008,67,103.1008504,29000,25.2623344,31/10/2008
50000,16/10/2008,3,117.178328,0,35.0813332,10/10/2008
3000000,07/07/2008,19,114.3146607,102000,30.5677299,07/07/2008
5630000,08/06/2009,49,114.9156461,0,27.7961295,01/04/2009
0,/07/2009,11,106.6878517,0,26.5564476,/07/2009
106000,22/06/2009,11,106.2149722,59000,29.4333,19/06/2009
39372000,08/07/2009,90,118.5624293,1000000,31.8466741,01/07/2009
118000,01/09/2009,12,112.5327628,0,26.4947168,28/08/2009
38,04/08/2009,20,102.1022528,33000,26.8936342,26/07/2009
0,09/06/2009,16,113.0931446,281000,28.2316884,07/06/2009
134000000,31/08/2010,1691,112.697184,18000000,30.441062,29/05/2010
6000000,/08/2010,152,126.1934284,0,41.1267606,/06/2010
0,16/08/2010,59,104.232357,0,31.233307,13/08/2010
64000,21/08/2010,5,124.5160817,0,40.5280437,21/08/2010
130000,06/10/2010,4,110.4609843,171000,19.235375,06/10/2010
60000,/06/2011,16,110.7590282,0,19.6094441,/06/2011
1600000,19/07/2011,6,118.5624293,54130,31.8466741,11/07/2011
67900000,29/06/2011,467,104.2349009,6400000,23.373689,01/06/2011
20000000,22/09/2011,117,111.390003,4250000,33.936081,01/09/2011
3800000,08/09/2011,22,116.428053,0,39.906854,01/08/2011
185000,16/05/2012,53,114.277312,316333,22.69689,08/05/2012
17440000,02/07/2012,91,109.985317,1200000,40.588528,22/06/2012
13119000,15/05/2012,132,116.41623,2500000,39.90213,28/04/2012
220000,11/07/2012,0,116.869241,0,39.657098,11/07/2012
53000,/07/2012,0,108.9669743,0,34.265998,/07/2012
1000000,24/07/2012,151,115.76077,8000000,39.5607354,21/07/2012
140000,25/07/2012,58,121.646401,600000,38.91751199999999,09/07/2012
0,13/09/2012,21,103.1075072,500000,24.9146542,07/09/2012
125000,24/05/2012,16,108.353838,378000,21.635148,20/05/2012
500000,02/08/2012,70,123.037528,800000,41.12525,27/07/2012
0,20/08/2012,15,108.9669743,370000,34.265998,14/08/2012
210000,30/08/2012,15,120.985168,306000,37.671181,28/08/2012
255000,10/05/2013,20,108.353838,165000,21.635148,06/05/2013
300000,28/05/2013,55,113.9335654,661000,22.5758302,12/05/2013
100000,23/05/2013,12,113.9335654,445000,22.5758302,19/05/2013
200000,27/05/2013,12,106.467519,333000,29.552196,24/05/2013
10000,08/06/2013,15,116.215255,277000,33.504583,05/06/2013
280500,21/06/2013,11,103.616338,555000,36.1097219,14/06/2013
625000,03/07/2013,55,103.664025,1400000,25.02558,29/06/2013
3500000,17/07/2013,233,103.6158189,4621600,30.99565669999999,07/07/2013
718500,25/07/2013,36,126.541491,1400000,43.842419,21/07/2013
125000,01/08/2013,10,116.9779527,571000,36.6571169,25/07/2013
255000,21/08/2013,43,101.7731288,457000,36.6257441,18/08/2013
1075000,05/09/2013,118,126.64784,4960000,45.77532,12/08/2013
150030,18/09/2013,17,103.616338,343000,36.1097219,16/09/2013
90000,16/12/2013,0,110.3388,410000,20.03704,14/12/2013
5500000,03/06/2014,76,106.6878517,1000000,26.5564476,24/05/2014
720000,07/06/2014,33,106.6878517,677000,26.5564476,01/06/2014
15000000,21/06/2014,24,104.06012,900000,30.648676,17/06/2014
150000,30/06/2014,24,104.06012,483000,30.648676,25/06/2014
25000,07/07/2014,23,106.6878517,500000,26.5564476,03/07/2014
110500,18/07/2014,66,106.6878517,1250000,26.5564476,13/07/2014
150000,19/08/2014,27,119.5341039,487000,26.6559986,11/08/2014
50000,28/08/2014,10,106.6878517,600000,26.5564476,22/08/2014
300000,08/09/2014,65,104.06012,570000,30.648676,01/09/2014
1065000,17/09/2014,50,104.06012,1400000,30.648676,10/09/2014
61000,10/07/2014,24,108.353838,0,21.635148,10/07/2014
0,16/05/2014,53,113.0931446,700000,28.2316884,12/05/2014
450000,28/06/2014,37,113.9335654,1100000,22.5758302,04/06/2014
60000,17/05/2015,20,116.215255,254000,33.504583,13/05/2015
60000,01/06/2015,17,106.6878517,500000,26.5564476,28/05/2015
2400,17/06/2015,15,118.5624293,200000,31.8466741,16/06/2015
60000,06/06/2015,9,106.6878517,625000,26.5564476,01/06/2015
60000,11/06/2015,16,113.0931446,2000000,28.2316884,07/06/2015
144900,02/07/2015,35,116.215255,645000,33.504583,26/06/2015
128610,29/07/2015,28,116.215255,1200000,33.504583,20/07/2015
45000,04/08/2015,19,106.467519,418000,29.552196,02/08/2015
77440,19/08/2015,41,104.06012,220000,30.648676,16/08/2015
15000,23/09/2015,14,113.9335654,0,22.5758302,15/09/2015
639000,16/11/2015,38,113.0931446,130000,28.2316884,10/11/2015
3000,29/01/2016,11,113.9335654,20000,22.5758302,26/01/2016
219300,22/03/2016,5,114.9156461,170000,27.7961295,19/03/2016
44100,21/05/2016,12,104.06012,447000,30.648676,18/05/2016
0,29/05/2016,17,104.06012,69000,30.648676,21/05/2016
197000,20/06/2016,42,113.2051044,410000,29.543769,18/06/2016
254400,16/06/2016,25,104.06012,664000,30.648676,09/06/2016
165000,23/06/2016,68,118.5624293,2300000,31.8466741,18/06/2016
150000,30/06/2016,34,106.467519,675000,29.552196,23/06/2016
160000,06/07/2016,128,117.17783,5729590,34.249164,28/06/2016
900000,25/07/2016,289,116.428053,0,39.906854,18/07/2016
36900,10/08/2016,23,113.0931446,123000,28.2316884,05/08/2016
1500,22/09/2016,23,104.06012,21000,30.648676,18/09/2016
0,/06/1959,184,-76.5357219,0,3.2678043,/06/1959
0,/08/1962,135,-76.5357219,0,3.2678043,/08/1962
4000,/04/1970,0,-69.9336172,50,-4.216946699999999,/04/1970
5105000,/11/1970,307,-76.20419799999999,138800,3.8816214,/11/1970
0,12/12/1970,100,-73.86509339999999,0,5.554721499999999,12/12/1970
0,/03/1971,0,-76.20419799999999,0,3.8816214,/03/1971
0,/06/1971,51,-76.5357219,0,3.2678043,/06/1971
5172,10/10/1973,9,-76.5357219,0,3.2678043,10/10/1973
0,/10/1976,47,-76.5357219,0,3.2678043,/10/1976
102000,20/11/1979,62,-73.60104559999999,0,5.7130505,20/11/1979
50,/10/1980,40,-80.3073699,0,39.3847028,/10/1980
0,17/08/1981,150,-77.008032,5000,38.883472,17/08/1981
0,04/01/1982,90,-77.5659391,0,0.9212024,04/01/1982
0,/11/1984,0,-76.4775326,0,3.0023369,/11/1984
250000,/10/1986,13,-74.04860459999999,0,4.6782312,/10/1986
850,04/07/1987,21,-75.2191837,0,4.429206499999999,04/07/1987
130800,/06/1988,120,-4.7849466,0,37.8954675,/06/1988
0,31/07/1989,16,-76.87772869999999,0,1.1723527,31/07/1989
800,17/04/1990,0,-74.82718299999999,0,4.3970793,17/04/1990
17179,30/05/1990,0,-76.5357219,0,3.2678043,30/05/1990
1548,27/06/1990,0,-67.4848521,0,6.1832468,27/06/1990
1098,21/09/1990,10,-75.57351899999999,0,6.227289700000001,21/09/1990
80283,01/05/1993,63,-75.6001244,0,1.611004,26/04/1993
9950,/01/1994,11,-76.533543,0,3.4491507,/01/1994
1019,/04/1994,7,-75.05242439999999,0,3.1520558,/04/1994
7000,02/02/1994,19,-76.2353239,0,3.3180914,31/01/1994
86000,23/07/1995,69,-79.2662593,0,42.0937808,23/07/1995
180000,/01/1996,0,-4.7849466,0,37.8954675,/01/1996
200,15/10/1996,12,-73.6363283,0,6.0621496,15/10/1996
15000,16/10/1997,2,-75.1212472,3000,9.717521,14/10/1997
250,/01/1999,9,-92.35289399999999,0,38.9521691,/01/1999
150040,15/10/1999,29,-75.6006233,3,1.6043379,04/10/1999
1100,/11/1999,3,-95.6567728,0,29.1446826,/11/1999
39000,/02/2000,8,-75.2044234,0,4.4455746,/02/2000
12000,24/05/2000,96,-74.82718299999999,0,4.3970793,18/05/2000
1500,09/04/2001,0,-76.9727849,0,1.1881696,09/04/2001
4500,/12/2001,0,-75.2044234,0,4.4455746,/12/2001
38000,29/04/2002,37,-75.57351899999999,0,6.227289700000001,24/04/2002
73013,13/06/2002,28,-75.57351899999999,0,6.227289700000001,04/06/2002
12500,08/08/2002,0,-71.62407999999999,0,6.55478,05/07/2002
1025,/11/2002,0,-76.0608376,0,8.1783511,/11/2002
4000,16/06/2003,3,-75.6006233,0,1.6043379,14/06/2003
35752,/12/2003,42,-75.57351899999999,0,6.227289700000001,/08/2003
0,28/05/2003,35,-75.97298169999999,0,4.576613099999999,14/05/2003
186096,28/06/2004,79,-75.57351899999999,0,6.227289700000001,/01/2004
345386,26/10/2004,36,-75.5862356,0,6.2105627,11/10/2004
85729,26/02/2005,56,-73.1230616,10000,7.1341963,11/02/2005
41530,07/05/2005,23,-74.78592689999999,0,10.9551837,12/04/2005
474607,17/11/2005,101,-75.57351899999999,0,6.227289700000001,15/09/2005
221465,27/04/2006,150,-75.97298169999999,0,4.576613099999999,01/01/2006
1504317,30/09/2007,146,-4.7849466,0,37.8954675,06/03/2007
3000,12/06/2007,13,-75.3212071,0,7.6193984,19/05/2007
2035,01/05/2007,24,-75.2191837,0,4.429206499999999,26/04/2007
1162135,26/10/2007,35,-75.57351899999999,0,6.227289700000001,20/10/2007
0,14/03/2008,11,-75.5330377,0,10.4114631,11/03/2008
1200091,12/01/2009,76,-76.20419799999999,0,3.8816214,15/09/2008
2791999,07/03/2011,418,-76.5242554,1000000,3.4472359,06/04/2010
800,13/08/2010,0,-72.171632,0,11.3714028,09/08/2010
988599,/07/2011,138,-75.57351899999999,1030000,6.227289700000001,/04/2011
498924,29/12/2011,135,-76.5357219,1290000,3.2678043,01/09/2011
56000,26/04/2012,17,-74.24337589999999,40000,4.576404300000001,20/04/2012
8000,14/05/2012,48,-72.17366,62000,5.89985,15/03/2012
17518,19/10/2012,12,-75.7133999,0,4.8017723,05/10/2012
51781,01/12/2013,7,-74.78592689999999,0,10.9551837,15/09/2013
41151,15/05/2014,33,-76.4775326,0,3.0023369,15/03/2014
4085,14/06/2014,0,-76.87772869999999,0,1.1723527,14/06/2014
18000,20/12/2014,44,-76.148617,8000,5.867369,01/11/2014
8105,06/08/2015,0,-104.8242797,0,38.8520689,22/07/2015
27500,21/05/1990,23,15.2737768,0,-4.3274093,20/05/1990
78000,29/11/1999,2,15.2737768,0,-4.3274093,29/11/1999
26,18/05/2001,50,15.2737768,0,-4.3274093,18/05/2001
1600,31/10/2007,32,15.2737768,0,-4.3274093,25/10/2007
4603,/10/1969,7,-122.3484491,4000,37.5717722,/10/1969
10040,09/04/1970,23,-42.3340687,6000,-22.8698823,09/04/1970
1350,14/12/1980,1,-80.8734417,0,28.9273088,14/12/1980
185021,22/08/1991,1,-83.02888659999999,0,9.991997399999999,13/08/1991
38451,23/11/1993,9,-83.8664237,0,9.8392754,23/11/1993
2556,04/11/1994,2,-85.01305190000001,3000,10.8971467,04/11/1994
20000,14/02/1996,6,-83.02888659999999,250000,9.991997399999999,07/02/1996
9993,30/09/1999,9,-122.3484491,1000,37.5717722,24/09/1999
1437,19/10/2001,0,-85.659184,0,9.9480653,19/10/2001
20000,11/05/2002,0,-83.02888659999999,1000,9.991997399999999,06/05/2002
75040,13/12/2002,10,-100.4043886,0,20.5731971,23/11/2002
2500,14/12/2003,1,-0.1345299,0,38.5731373,12/12/2003
2056,11/05/2004,2,-83.6848301,0,10.2077027,10/05/2004
1000,/11/2004,0,-83.6848301,0,10.2077027,/11/2004
2143,18/01/2005,4,-83.6848301,25000,10.2077027,11/01/2005
855,27/09/2005,1,-83.9967326,0,9.971864100000001,18/09/2005
12500,26/09/2007,0,-83.97027690000002,0,9.9057271,20/09/2007
12000,26/10/2007,19,-84.38121439999999,80000,9.9785892,12/10/2007
9498,05/09/2008,0,-84.1381234,0,9.934657099999999,02/09/2008
92000,18/10/2008,6,-84.1381234,0,9.934657099999999,13/10/2008
53000,25/11/2008,1,-84.09663119999999,0,9.9198396,22/11/2008
106,14/09/2010,3,-84.1381234,0,9.934657099999999,06/09/2010
3000,05/11/2010,24,-85.58640679999999,0,10.2587938,01/11/2010
46695,19/10/2011,4,-84.1381234,0,9.934657099999999,17/10/2011
9523,29/07/2012,6,-83.8664237,0,9.8392754,29/07/2012
9666,09/07/2015,0,-84.00885749999999,0,10.453867,27/06/2015
600,30/12/2000,0,14.9015822,0,44.9903617,28/12/2000
1200,06/09/2001,0,17.8759227,0,45.5289053,06/09/2001
250,/08/2005,0,16.5529202,0,46.4673036,/08/2005
300,03/06/2010,0,18.0123589,80000,45.15457319999999,03/06/2010
810,03/12/2010,0,17.6613683,0,43.050568,03/12/2010
1500,06/11/2012,0,15.981503,0,45.8050736,05/11/2012
7116,20/05/2014,3,18.7541554,0,45.0540497,15/05/2014
2000,15/09/2014,0,16.379498,0,45.47955899999999,14/09/2014
1200,16/10/2015,0,15.5603774,0,45.4970947,14/10/2015
18000,/06/1977,7,-91.3874209,0,38.0600482,/06/1977
164575,/02/1983,15,-75.81840989999999,60000,20.0274527,/02/1983
3000,30/05/1985,0,-78.27559409999999,0,42.2172264,30/05/1985
7500,/06/1986,0,-75.81840989999999,0,20.0274527,/06/1986
90012,26/05/1988,23,-79.01572279999999,0,22.0184755,26/05/1988
6000,28/05/1990,0,-75.7884916,0,20.183887,28/05/1990
5000,26/10/1990,4,-82.352291,0,23.1001212,26/10/1990
9127,10/02/1992,0,-82.2903261,2590,23.1196167,06/02/1992
40000,02/06/1993,12,-43.2691662,0,-22.833277,31/05/1993
532000,28/11/1993,34,-75.2073621,140000,20.1488876,24/11/1993
38600,18/05/1994,12,-75.2073621,0,20.1488876,18/05/1994
33180,23/06/1995,0,-83.68998529999999,0,22.4035696,23/06/1995
8000,24/05/1996,3,175.6085348,0,-40.3548677,24/05/1996
2866,15/11/1996,0,-77.9062883,0,21.3942422,15/11/1996
35000,08/06/1997,0,-75.7884916,0,20.183887,08/06/1997
675,25/12/2000,2,-82.3515372,0,23.1371649,25/12/2000
35000,22/06/2002,0,-78.7668765,0,21.845576,12/06/2002
600,/04/2003,0,-75.2073621,0,20.1488876,/04/2003
1500,08/06/2006,2,-77.9062883,0,21.3942422,08/06/2006
18000,17/10/2007,0,-76.6480219,0,20.3883565,07/10/2007
20000,20/11/2008,0,-76.64725779999999,0,20.3889751,17/11/2008
3000,27/05/2012,2,-79.01572279999999,0,22.0184755,24/05/2012
227,08/12/2013,2,-82.2903261,0,23.1196167,01/12/2013
10089,30/04/2015,3,-82.2903261,0,23.1196167,30/04/2015
0,27/07/1998,6,16.6128518,52000,49.2028594,23/07/1998
0,24/05/1987,0,121.0391764,1000,14.4802233,24/05/1987
91000,/10/1977,0,43.1497363,2500,11.5714618,/10/1977
106000,/02/1978,0,43.1497363,0,11.5714618,/02/1978
102000,18/03/1981,25,43.1497363,0,11.5714618,18/03/1981
150300,09/04/1989,10,43.1497363,1100,11.5714618,09/04/1989
20000,26/01/1993,0,43.1497363,0,11.5714618,26/01/1993
120000,19/11/1994,145,43.1497363,2119,11.5714618,19/11/1994
100000,16/04/2004,51,43.1497363,0,11.5714618,12/04/2004
1000,27/04/1979,32,-70.7080314,0,19.4791969,27/04/1979
150000,/05/1981,20,-69.9011179,0,18.5285881,/05/1981
895,14/09/1985,12,-69.9011179,0,18.5285881,14/09/1985
1191150,24/08/1988,0,-70.7080314,0,19.4791969,24/08/1988
0,/01/1993,18,-69.9011179,0,18.5285881,/01/1993
1000,22/10/1996,3,-70.7080314,0,19.4791969,22/10/1996
1450,14/05/2005,3,-70.7080314,0,19.4791969,14/05/2005
3070,07/05/2012,0,-70.7080314,0,19.4791969,07/05/2012
20950,24/02/2015,2,-70.7080314,0,19.4791969,20/02/2015
250,29/09/2015,0,-70.7080314,0,19.4791969,22/09/2015
3400,08/05/2016,0,-69.9011179,0,18.5285881,07/05/2016
0,/04/1950,50,-79.7068357,0,0.9009003999999999,/04/1950
0,/03/1953,71,-79.7068357,0,0.9009003999999999,/03/1953
20500,08/02/1967,0,-80.2319484,100,-1.8230784,08/02/1967
140500,08/04/1970,20,-79.88129959999999,500,-2.2817452,08/04/1970
10100,/11/1970,0,-78.108372,20,0.3435611,/11/1970
30000,/02/1973,0,-79.7068357,0,0.9009003999999999,/02/1973
700000,/07/1983,307,-115.944844,232100,33.2863786,/11/1982
200000,04/08/1983,0,-79.7068357,0,0.9009003999999999,04/08/1983
10000,/02/1987,0,-79.9231698,0,-2.0731818,/02/1987
30000,/06/1989,35,-79.7068357,15000,0.9009003999999999,/06/1989
205000,08/05/1992,22,-79.88129959999999,20000,-2.2817452,24/03/1992
13916,19/03/1997,27,-80.23009069999999,0,-1.8139849,09/03/1997
35091,/03/1998,218,-79.6875694,271000,-2.0984567,/10/1997
32,22/05/2000,34,-78.51042249999999,0,-0.2129938,22/05/2000
1200,10/03/2001,11,-79.9231698,0,-2.0731818,08/03/2001
8330,20/06/2001,47,-79.8990716,0,-2.2451386,11/06/2001
54113,29/04/2002,31,-79.887332,13000,-2.2796243,06/03/2002
7905,06/05/2003,0,-78.471852,0,-0.125985,06/05/2003
57670,06/05/2006,16,-78.52999849999999,2800,-0.2516833,16/02/2006
289122,03/03/2008,41,-79.91579229999999,1000000,-2.1956286,30/01/2008
500,/02/2010,12,-78.51191039999999,0,-0.2152248,/01/2010
25567,/04/2013,0,-78.51042249999999,0,-0.2129938,/01/2013
1185,23/03/2015,12,-71.60749059999999,0,-33.58161680000001,23/03/2015
10000,25/01/2016,9,-79.88129959999999,10000,-2.2817452,01/01/2016
23955,26/01/2016,0,-79.7068357,0,0.9009003999999999,24/01/2016
0,/03/1954,0,31.24505,0,30.0168075,/03/1954
66000,/10/1979,50,31.24505,14000,30.0168075,/10/1979
208,23/03/1991,1,31.4072567,0,30.1605715,23/03/1991
160660,08/11/1994,600,29.9288402,140000,31.2107318,02/11/1994
3000,20/03/1995,7,30.7507351,0,28.1042923,20/03/1995
260,18/11/1996,12,30.973071,0,27.311276,13/11/1996
0,20/10/1997,4,31.24505,1000,30.0168075,18/10/1997
70,20/12/2002,14,31.2352658,0,30.0445393,20/12/2002
3500,19/01/2010,12,31.2415256,0,30.0786245,18/01/2010
0,30/12/2010,15,30.7994565,0,28.4908358,30/12/2010
68000,17/09/1982,500,-89.7253697,280000,13.7050379,17/09/1982
39060,24/08/1988,33,-89.1464953,0,13.6879493,24/08/1988
0,//1989,10,-89.55199239999999,0,13.5132038,//1989
8000,29/09/1992,2,-89.25280839999999,0,13.6939513,28/09/1992
1500,28/09/1995,8,-88.44190259999999,0,13.3247391,28/09/1995
5450,13/09/1999,7,-99.59858799999999,1500,19.2645273,10/09/1999
400,09/09/2000,2,-88.6425265,0,13.8646251,05/09/2000
1000,21/09/2001,0,-89.19916119999999,0,13.6928799,18/09/2001
100,05/06/2002,1,-89.29149989999999,0,13.6733209,23/05/2002
0,03/10/2005,15,-89.8410834,0,13.9278814,03/10/2005
